season,week,contestant_id,celebrity_name,J_total,p_hat,z_score,kappa,merit_score,pop_score,w_j,w_f,amei_score,amei_rank,bottom2_flag,eliminated
2,5,10,Stacy Keibler,30.0,0.4140854404196781,1.8548749990725624,1.0,0.5426888841949739,0.4141761067450162,0.448595763955181,0.551404236044819,0.4718263943231822,1,0,0
2,5,11,Jerry Rice,23.0,0.0923949506359758,-0.5058749997470624,1.0,0.051202389435975236,0.09241518102766857,0.448595763955181,0.551404236044819,0.07392729729886724,4,0,0
2,5,14,Drew Lachey,27.0,0.2511555153551437,0.8431249995784375,1.0,0.19731199342748204,0.25121050726126476,0.448595763955181,0.551404236044819,0.22703186227195013,2,0,0
2,6,8,George Hamilton,23.0,0.0580122173979978,-0.8993333330335556,0.9258333337080555,0.07088085483786723,0.05432879271971259,0.3815001755060794,0.6184998244939206,0.06064340732277611,5,1,1
2,6,9,Lisa Rinna,27.0,0.1576935563815933,0.0,1.0,0.17422258391440842,0.15951139868839662,0.3815001755060794,0.6184998244939206,0.16512371843402257,3,0,0
2,6,10,Stacy Keibler,30.0,0.4286555287771669,0.6744999997751666,1.0,0.34200785320492855,0.4335969364867544,0.3815001755060794,0.6184998244939206,0.3986556851402969,1,0,0
2,6,11,Jerry Rice,23.0,0.0956459767845591,-0.8993333330335556,0.9258333337080555,0.07088085483786723,0.0895730361684485,0.3815001755060794,0.6184998244939206,0.08244196571024029,4,1,0
2,6,14,Drew Lachey,30.0,0.2599927206586828,0.6744999997751666,1.0,0.34200785320492855,0.262989835936688,0.3815001755060794,0.6184998244939206,0.2931352233926642,2,0,0
2,7,9,Lisa Rinna,26.5,0.1015363240915518,-0.6744999986510001,1.0,0.11484424566999912,0.12073784885818087,0.35820403603885487,0.6417959639611451,0.1186267364093627,3,1,1
2,7,10,Stacy Keibler,27.5,0.4550542339234112,0.6744999986510001,1.0,0.44256034240950853,0.5411094976038383,0.35820403603885487,0.6417959639611451,0.5058087924650099,1,0,0
2,7,11,Jerry Rice,20.5,0.1674050972784433,-8.768499982463,0.05,3.506951098361328e-05,0.009953152979552998,0.35820403603885487,0.6417959639611451,0.006400455451341199,4,1,0
2,7,14,Drew Lachey,27.5,0.2760043447065936,0.6744999986510001,1.0,0.44256034240950853,0.32819950055842767,0.35820403603885487,0.6417959639611451,0.36916401567428603,2,0,0
2,8,10,Stacy Keibler,28.6665,0.5064803910556541,0.0,1.0,0.335511655571251,0.6154131585229138,0.35200785527728545,0.6479921447227146,0.5168856307800103,1,0,0
2,8,11,Jerry Rice,26.666600000000003,0.1863237232258476,-4.0472023580941805,0.05,0.005861786019352869,0.011319892442348087,0.35200785527728545,0.6479921447227146,0.009398596106514365,3,1,0
2,8,14,Drew Lachey,28.9998,0.3071958857184984,0.6744999979762976,1.0,0.6586265584093961,0.3732669490347382,0.35200785527728545,0.6479921447227146,0.4737157731134755,2,1,0
3,1,16,Harry Hamlin,17.0,0.0612207060862465,-0.4496666665167778,1.0,0.03761597889261927,0.06478809465316328,0.6479921447227146,0.3520078552772854,0.047180777084834494,8,0,0
3,1,17,Vivica A. Fox,22.0,0.0942819524646164,0.6744999997751666,1.0,0.11576885767342406,0.09977585119252447,0.6479921447227146,0.3520078552772854,0.11013919376264686,3,0,0
3,1,18,Monique Coleman,19.0,0.0682470594149149,0.0,1.0,0.05897393680196542,0.07222388024967415,0.6479921447227146,0.3520078552772854,0.06363802097753869,6,0,0
3,1,19,Joey Lawrence,21.0,0.0821615325706045,0.4496666665167778,1.0,0.09245871898882378,0.08694916294389386,0.6479921447227146,0.3520078552772854,0.090519311981918,5,0,0
3,1,20,Mario Lopez,26.0,0.2262049860596755,1.5738333328087222,1.0,0.2845556753910365,0.23938616498812537,0.6479921447227146,0.3520078552772854,0.2686556529101827,1,0,0
3,1,21,Emmitt Smith,24.0,0.1374495576433375,1.1241666662919445,1.0,0.1815011996778808,0.14545887363805723,0.6479921447227146,0.3520078552772854,0.16881401778939786,2,0,0
3,1,22,Shanna Moakler,18.0,0.0639575491561021,-0.2248333332583889,1.0,0.047099494285580114,0.0676844161626026,0.6479921447227146,0.3520078552772854,0.05434554848656127,7,0,0
3,1,23,Willa Ford,22.0,0.0942819522670101,0.6744999997751666,1.0,0.11576885767342406,0.09977585098340346,0.6479921447227146,0.3520078552772854,0.11013919368903463,4,0,0
3,1,24,Sara Evans,15.0,0.0577129424255265,-0.8993333330335556,0.9258333337080555,0.02399300343135346,0.05654613213987261,0.6479921447227146,0.3520078552772854,0.03545196045060471,10,1,0
3,1,25,Jerry Springer,16.0,0.0591209270190813,-0.6744999997751666,1.0,0.030041975811260037,0.06256595946964255,0.6479921447227146,0.3520078552772854,0.04149067354392075,9,0,0
3,1,26,Tucker Carlson,12.0,0.0553608348928841,-1.5738333328087222,0.08270833398909716,0.012222301372632423,0.004845613579040348,0.6479921447227146,0.3520078552772854,0.009625649323359946,11,1,1
3,2,16,Harry Hamlin,21.0,0.0504256047165214,-0.6744999995503332,1.0,0.01636328068301192,0.05323457423211254,0.6439827390386449,0.3560172609613551,0.029490097620464804,8,0,0
3,2,17,Vivica A. Fox,24.0,0.0803789664393604,0.6744999995503332,1.0,0.0630570480287798,0.08485649462553031,0.6439827390386449,0.3560172609613551,0.07081802729662826,4,0,0
3,2,18,Monique Coleman,26.0,0.0844183610183504,1.573833332284111,1.0,0.15499194900265945,0.08912090457711949,0.6439827390386449,0.3560172609613551,0.13154072018961496,2,0,0
3,2,19,Joey Lawrence,29.0,0.3079260776553484,2.9228333313847776,1.0,0.5972723295323903,0.32507916823407246,0.6439827390386449,0.3560172609613551,0.5003668657945509,1,0,0
3,2,20,Mario Lopez,21.0,0.1309593301458761,-0.6744999995503332,1.0,0.01636328068301192,0.13825444873156312,0.6439827390386449,0.3560172609613551,0.05975864046703736,5,0,0
3,2,21,Emmitt Smith,24.0,0.1239720928454678,0.6744999995503332,1.0,0.0630570480287798,0.13087798582473154,0.6439827390386449,0.3560172609613551,0.08720247253872498,3,0,0
3,2,22,Shanna Moakler,22.0,0.0444800867641044,-0.22483333318344442,1.0,0.025654179663458645,0.046957859881028116,0.6439827390386449,0.3560172609613551,0.033238657542914336,7,0,1
3,2,23,Willa Ford,23.0,0.0704550239610257,0.22483333318344442,1.0,0.04022035354366813,0.07437973672628329,0.6439827390386449,0.3560172609613551,0.052381683580472155,6,0,0
3,2,24,Sara Evans,21.0,0.0494608914289711,-0.6744999995503332,1.0,0.01636328068301192,0.052216121376514456,0.6439827390386449,0.3560172609613551,0.029127510824396505,9,1,0
3,2,25,Jerry Springer,19.0,0.057523565024974,-1.573833332284111,0.08270833464486121,0.00665725015122807,0.005022705791044633,0.6439827390386449,0.3560172609613551,0.006075324145195732,10,1,0
3,3,16,Harry Hamlin,22.0,0.0493760652402128,0.0,1.0,0.014182589280506471,0.052850808502462925,0.6324389291376896,0.3675610708623104,0.028395521346067362,7,0,1
3,3,17,Vivica A. Fox,27.0,0.2044741506018051,3.3724999966275,1.0,0.41344111661602906,0.2188636158953923,0.6324389291376896,0.3675610708623104,0.3419220020854399,1,0,0
3,3,18,Monique Coleman,27.0,0.1954266306067558,3.3724999966275,1.0,0.41344111661602906,0.20917939451496678,0.6324389291376896,0.3675610708623104,0.33836245930438297,2,0,0
3,3,19,Joey Lawrence,22.0,0.2047530392297503,0.0,1.0,0.014182589280506471,0.21916213076078994,0.6324389291376896,0.3675610708623104,0.08952508905186483,4,0,0
3,3,20,Mario Lopez,22.0,0.0979418684450349,0.0,1.0,0.014182589280506471,0.1048343343759655,0.6324389291376896,0.3675610708623104,0.047502641783330586,5,0,0
3,3,21,Emmitt Smith,19.0,0.069206594756419,-2.0234999979765,0.05,0.0018748245980501903,0.0037038436221931035,0.6324389291376896,0.3675610708623104,0.0025471007891916973,9,1,0
3,3,23,Willa Ford,22.0,0.0595397380714605,0.0,1.0,0.014182589280506471,0.06372972977479804,0.6324389291376896,0.3675610708623104,0.03239418929875362,6,0,0
3,3,24,Sara Evans,25.0,0.0650749299339522,2.0234999979765,1.0,0.10728781716899163,0.06965444985376233,0.6324389291376896,0.3675610708623104,0.09345525637845128,3,0,0
3,3,25,Jerry Springer,21.0,0.0542069831146089,-0.6744999993255,1.0,0.007224767878874292,0.05802169269966902,0.6324389291376896,0.3675610708623104,0.025895739962517875,8,1,0
3,4,17,Vivica A. Fox,24.0,0.0617447771287717,0.0,1.0,0.07712893324854722,0.06329565306603592,0.6023392685357255,0.3976607314642745,0.07162798093261953,5,0,1
3,4,18,Monique Coleman,24.0,0.1164781084591518,0.0,1.0,0.07712893324854722,0.11940375017376373,0.6023392685357255,0.3976607314642745,0.09393996786954711,4,0,0
3,4,19,Joey Lawrence,27.0,0.289665591787388,0.8093999996762399,1.0,0.17327474895204775,0.2969412743154755,0.6023392685357255,0.3976607314642745,0.2224520698857137,2,0,0
3,4,20,Mario Lopez,29.0,0.2339322350835071,1.3489999994604,1.0,0.29722174570170357,0.23980803367267056,0.6023392685357255,0.3976607314642745,0.27439056698015907,1,0,0
3,4,21,Emmitt Smith,24.0,0.0617447771287717,0.0,1.0,0.07712893324854722,0.06329565306603592,0.6023392685357255,0.3976607314642745,0.07162798093261953,5,0,0
3,4,23,Willa Ford,28.0,0.0826419258518359,1.07919999956832,1.0,0.22693836909952458,0.08471768642905018,0.6023392685357255,0.3976607314642745,0.17038278839943527,3,0,0
3,4,24,Sara Evans,20.0,0.0819467973307918,-1.07919999956832,0.7010000005396001,0.02621360313667344,0.058887573743691676,0.6023392685357255,0.3976607314642745,0.039206758188102514,8,1,0
3,4,25,Jerry Springer,22.0,0.0718457872297818,-0.53959999978416,1.0,0.044964733364408975,0.07365037553327658,0.6023392685357255,0.3976607314642745,0.0563718868118033,7,1,0
3,5,18,Monique Coleman,27.0,0.1629810069649572,0.8432740420893451,1.0,0.22485927272287215,0.18154252757802608,0.5406270677775082,0.45937293222249176,0.20496073249134983,2,0,0
3,5,19,Joey Lawrence,25.0,0.1841919479364521,-0.6324555315670095,1.0,0.05140550039464455,0.2051691323461598,0.5406270677775082,0.45937293222249176,0.12204035087339214,5,0,0
3,5,20,Mario Lopez,27.0,0.3495638452094196,0.8432740420893451,1.0,0.22485927272287215,0.38937484306288933,0.5406270677775082,0.45937293222249176,0.30043327266622144,1,0,0
3,5,21,Emmitt Smith,27.0,0.0884831777520148,0.8432740420893451,1.0,0.22485927272287215,0.09856031715824629,0.5406270677775082,0.45937293222249176,0.16684095116851178,3,0,0
3,5,23,Willa Ford,27.0,0.0605436169554793,0.8432740420893451,1.0,0.22485927272287215,0.06743878600024107,0.5406270677775082,0.45937293222249176,0.1525445621452053,4,0,1
3,5,24,Sara Evans,24.0,0.0771182025908385,-1.3703203183951869,0.33709960200601635,0.02457870435693355,0.028957196927218768,0.5406270677775082,0.45937293222249176,0.026590065327659864,6,1,0
3,5,25,Jerry Springer,24.0,0.0771182025908385,-1.3703203183951869,0.33709960200601635,0.02457870435693355,0.028957196927218768,0.5406270677775082,0.45937293222249176,0.026590065327659864,6,1,0
3,6,18,Monique Coleman,23.0,0.1062225188883713,-0.6744999993255,1.0,0.027776050087632353,0.11261268885967808,0.45937293222249176,0.5406270677775082,0.07364103334706311,4,1,0
3,6,19,Joey Lawrence,24.0,0.1466665635133314,0.0,1.0,0.05452580855636371,0.15548977990629392,0.45937293222249176,0.5406270677775082,0.10910966433844883,2,0,0
3,6,20,Mario Lopez,28.0,0.6089969579620044,2.697999997302,1.0,0.8097083639866485,0.6456332015204501,0.45937293222249176,0.5406270677775082,0.7210048900074294,1,0,0
3,6,21,Emmitt Smith,25.0,0.0783827270838021,0.6744999993255,1.0,0.10703695411497767,0.08309810150837603,0.45937293222249176,0.5406270677775082,0.09409496242431267,3,0,0
3,6,25,Jerry Springer,18.0,0.0597312325524906,-4.046999995953,0.05,0.0009528232543777735,0.003166228205201732,0.45937293222249176,0.5406270677775082,0.00214944988274595,5,1,0
3,7,18,Monique Coleman,27.0,0.0821237978782161,-1.3489999973020002,0.36375000337249974,0.05003098108647736,0.03326915514309772,0.39766073146427455,0.6023392685357254,0.03993467510841892,4,1,0
3,7,19,Joey Lawrence,28.5,0.1772115147151976,0.6744999986510001,1.0,0.37847212766059934,0.19736115520855246,0.39766073146427455,0.6023392685357254,0.26938187699003946,2,0,0
3,7,20,Mario Lopez,28.0,0.6038802192105513,0.0,1.0,0.19279788892809258,0.6725437557628825,0.39766073146427455,0.6023392685357254,0.48176766344039745,1,0,0
3,7,21,Emmitt Smith,28.5,0.0843170953482346,0.6744999986510001,1.0,0.37847212766059934,0.0939042779951484,0.39766073146427455,0.6023392685357254,0.20706573724432734,3,0,0
3,7,25,Jerry Springer,23.0,0.0524673728478002,-6.744999986510001,0.05,0.00022687466423124502,0.00292165589031886,0.39766073146427455,0.6023392685357254,0.0018500472168166643,5,1,1
3,8,18,Monique Coleman,26.5,0.055582360223673,-1.3489999946039999,0.3637500067450001,0.004362436556589775,0.020959294176955807,0.3675610708623103,0.6324389291376897,0.014858935417064775,4,1,1
3,8,19,Joey Lawrence,27.0,0.0881418116595985,0.0,1.0,0.016810954695656997,0.09137315724023629,0.3675610708623103,0.6324389291376897,0.06396699422709824,2,0,0
3,8,20,Mario Lopez,28.5,0.7987466311029313,4.046999983811999,1.0,0.9620156540520962,0.8280292876295708,0.3675610708623103,0.6324389291376897,0.8772774599527842,1,0,0
3,8,21,Emmitt Smith,27.0,0.0575291970137971,0.0,1.0,0.016810954695656997,0.05963826095323712,0.3675610708623103,0.6324389291376897,0.04389661040305285,3,1,0
3,9,19,Joey Lawrence,29.5,0.1006397997131258,0.0,1.0,0.3333333333333333,0.10063979971312581,0.3560172609613551,0.6439827390386449,0.1834827141960111,2,1,0
3,9,20,Mario Lopez,29.5,0.8277038936096291,0.0,1.0,0.3333333333333333,0.8277038936096293,0.3560172609613551,0.6439827390386449,0.6516994408401319,1,0,0
3,9,21,Emmitt Smith,29.5,0.071656306677245,0.0,1.0,0.3333333333333333,0.07165630667724501,0.3560172609613551,0.6439827390386449,0.16481784496385707,3,1,0
3,10,20,Mario Lopez,29.666600000000003,0.9085972424350868,0.0,1.0,0.5,0.9085972424350868,0.35200785527728545,0.6479921447227146,0.7647678034532989,1,1,0
3,10,21,Emmitt Smith,29.666600000000003,0.0914027575649132,0.0,1.0,0.5,0.0914027575649132,0.35200785527728545,0.6479921447227146,0.23523219654670116,2,1,0
4,1,27,John Ratzenberger,17.0,0.0613076541347359,-0.67449999966275,1.0,0.02969065975920236,0.0682462074108805,0.6479921447227146,0.3520078552772854,0.043262515397110755,8,0,0
4,1,28,Ian Ziering,21.0,0.0952204768044857,0.67449999966275,1.0,0.11441503663790416,0.10599714670994011,0.6479921447227146,0.3520078552772854,0.11145187325840127,3,0,0
4,1,29,Clyde Drexler,16.0,0.0589199921118567,-1.0117499994941248,0.7853125006323439,0.021191126024428807,0.05150732713641934,0.6479921447227146,0.3520078552772854,0.03186266695801545,9,0,0
4,1,30,Laila Ali,23.0,0.1557953841458229,1.3489999993255,1.0,0.22460257546012508,0.1734276779977048,0.6479921447227146,0.3520078552772854,0.20658860956034353,2,0,0
4,1,31,Apolo Anton Ohno,21.0,0.0952204730960745,0.67449999966275,1.0,0.11441503663790416,0.10599714258182587,0.6479921447227146,0.3520078552772854,0.11145187180527263,4,0,0
4,1,32,Shandi Finnessey,19.0,0.0712753947734469,0.0,1.0,0.05828428539625999,0.07934205677338138,0.6479921447227146,0.3520078552772854,0.0656967863356399,5,0,0
4,1,33,Paulina Porizkova,19.0,0.0712753877410061,0.0,1.0,0.05828428539625999,0.07934204894503727,0.6479921447227146,0.3520078552772854,0.06569678358000128,6,0,0
4,1,34,Heather Mills,18.0,0.0651097463234785,-0.337249999831375,1.0,0.04159926546236846,0.07247860507427765,0.6479921447227146,0.3520078552772854,0.05246903557153554,7,0,0
4,1,35,Billy Ray Cyrus,13.0,0.055377338448985,-2.0234999989882496,0.05,0.007704715244086006,0.003082236124502661,0.6479921447227146,0.3520078552772854,0.006077566283137438,11,1,0
4,1,36,Joey Fatone,24.0,0.213269741112694,1.686249999156875,1.0,0.3146882634429002,0.23740675111225903,0.6479921447227146,0.3520078552772854,0.2874845640348061,1,0,0
